"event_id","gene","event_type","state1","state2","n_cells_state1","n_cells_state2","mean_psi_state1","mean_psi_state2","delta_psi","pvalue","padj"
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Oligodendrocyte","Neuron",300,150,1,0.999112021857923,-0.000887978142076529,0.0456203771326143,0.180926877582342
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Fibroblast","T cell",79,333,0.99536768749241,0.977678977678978,-0.0176887098134322,0.0456793393693999,0.180948087290757
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_OL","T cell",351,30,0.0549950045823912,0.0133333333333333,-0.0416616712490579,0.0457927737209445,0.181184772928708
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SPP1","SE","Tumor_OPC_OL","Tumor_AC",48,23,0.976634827766232,0.808936692624005,-0.167698135142227,0.0460534063812589,0.182002630605092
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_Cycling","Tumor_OPC_OL",336,445,0.00190749359824504,0,-0.00190749359824504,0.0461134523366478,0.182026785539399
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_MES","Neuron",1202,135,0.994455767581212,0.997973890913985,0.0035181233327729,0.0465681565662109,0.183577622037104
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_MES","Tumor_NPC",1202,64,0.994455767581212,0.998563218390805,0.00410745080959296,0.0466151176550513,0.183577622037104
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Macrophage","Astrocyte",87,142,0.00155327741534638,0.00156135168725961,8.07427191322724e-06,0.0467773269572223,0.184001723170892
"chr4:87977059:87977097:+@chr4:87977662:87977850:+@chr4:87980046:87980126","SPP1","SE","Tumor_Cycling","unassigned",73,18,0,0.000384911470361817,0.000384911470361817,0.0470051128364961,0.184682486406489
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_Cycling","Tumor_OPC_OL",17,406,1,0.968929747413507,-0.0310702525864925,0.0473118082758798,0.185671340617551
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_N","Tumor_AC",627,1240,0.0013766808123181,0.000898191602981115,-0.000478489209336983,0.0474254622171467,0.185694360227599
"chr4:87977004:87977097|87979199:87980126:+@chr4:87980393:87980434","SPP1","AFE","Tumor_MES","Tumor_Cycling",716,96,0.937281915930544,0.91804470205154,-0.0192372138790042,0.0474277151159083,0.185694360227599
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_NPC","Fibroblast",64,107,0.998563218390805,0.987435505959208,-0.0111277124315968,0.0475306996571641,0.185801304545966
"chr8:27614655:27614690|27611146:27611431:-@chr8:27610475:27610600","CLU","AFE","Tumor_OPC_N","Tumor_AC",737,1742,0.199185772468159,0.0807655934561635,-0.118420179011995,0.0475651339637672,0.185801304545966
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Fibroblast","Neuron",48,29,0.998117662049978,0.984136404358874,-0.0139812576911046,0.0478766440494022,0.186801934874835
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SPARCL1","SE","Oligodendrocyte","Tumor_NPC",10,41,0.9,1,0.1,0.0482160610850717,0.187909014044015
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Tumor_NPC","Fibroblast",263,203,0,0.000305601167670133,0.000305601167670133,0.0484718039522508,0.188513242020176
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87980046:87980126","SPP1","SE","Tumor_MES","Tumor_OPC_OL",562,50,0.00648868038105149,0,-0.00648868038105149,0.0484828130588187,0.188513242020176
"chr2:223982681:223982781:-@chr2:223980311:223980400:-@chr2:223977544:223977627","SERPINE2","SE","Tumor_OPC_N","Neuron",314,12,0.998124979106316,0.916666666666667,-0.0814583124396491,0.0486212782876456,0.188834078504953
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SPP1","SE","Tumor_Cycling","Oligodendrocyte",63,713,0.898323999267127,0.960681357403053,0.0623573581359262,0.0489968445056864,0.190073965754818
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Tumor_Cycling","T cell",1312,7048,0.999931757334712,0.999929503334392,-2.25400032050072e-06,0.0491364149609151,0.190396556249241
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_MES","Tumor_AC",422,548,1,0.998323578548443,-0.00167642145155689,0.0493729331937178,0.191093634780731
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Tumor_OPC_OL","T cell",450,113,0.0116724473763064,0,-0.0116724473763064,0.0495268682718849,0.19127821743682
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_Cycling","unassigned",17,29,1,0.98202770943778,-0.0179722905622203,0.0495701335991278,0.19127821743682
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_Cycling","Neuron",17,29,1,0.984136404358874,-0.0158635956411262,0.0495906489651016,0.19127821743682
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_Cycling","Tumor_AC",431,893,0.109982570309334,0.0944331245076867,-0.0155494458016476,0.0498301613723642,0.191982642273664
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SPP1","SE","Tumor_AC","unassigned",20,16,1,0.960589895637894,-0.0394101043621058,0.0501275086717424,0.192908029380993
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87980046:87980126","SPP1","SE","Oligodendrocyte","Neuron",707,74,2.24512247143082e-05,0.000587544065804935,0.000565092841090627,0.0502148450554193,0.193012552832692
"chr5:150404680:150404767:-@chr5:150403121:150403312:-@chr5:150402563:150402625","CD74","SE","Neutrophil","Fibroblast",23,14,0.0985749968130008,0.261468297913481,0.16289330110048,0.0502690470933144,0.193012552832692
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","MXE","Tumor_NPC","Neuron",44,11,1,0.948542024013722,-0.0514579759862779,0.0506367447894727,0.194105587383164
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Macrophage","Tumor_Cycling",1082,1156,0.00458127562701901,0.000663580940397549,-0.00391769468662146,0.0506687474028347,0.194105587383164
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SPP1","SE","Oligodendrocyte","unassigned",800,23,0.73652539367026,0.762169881542399,0.025644487872139,0.0509583602730978,0.194993725534813
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Fibroblast","T cell",68,1626,0.00344827586206897,0.00333150858981117,-0.000116767272257793,0.0511588971823654,0.195539386172688
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Oligodendrocyte","Astrocyte",300,158,1,0.99978227506915,-0.000217724930849594,0.0514641719126239,0.196483688014825
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Tumor_NPC","unassigned",263,139,0,0.00115819432366195,0.00115819432366195,0.0518935020325804,0.197898948429332
"chr13:30465796:30465936|30464161:30464310:-@chr13:30463531:30463694","HMGB1","AFE","Tumor_AC","Choroid plexus",405,31,0.121250754220382,0.0473118279569892,-0.0739389262633932,0.0524077380448882,0.199634442326747
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997188:25997416","APP","SE","Tumor_MES","Tumor_OPC_OL",308,50,0.990547881022502,0.943787409700722,-0.0467604713217799,0.0525033092064164,0.199773019810209
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_OL","Fibroblast",574,18,0.999190953291674,0.996296296296296,-0.00289465699537739,0.0528645942411224,0.200819173568242
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_MES","Tumor_Cycling",2460,335,0.00146617750064398,0.000984945362768533,-0.000481232137875451,0.0528972578673088,0.200819173568242
"chr5:83512103:83512396:+@chr5:83519349:83522309:+@chr5:83545537:83545650","VCAN","SE","Tumor_OPC_N","Tumor_AC",748,153,0.987228629124732,0.989832970225127,0.00260434110039465,0.0531491824532941,0.201548866044795
"chr5:83519349:83522309:+@chr5:83537007:83542268:+@chr5:83545537:83545650","VCAN","SE","Neuron","Choroid plexus",14,12,0.285714285714286,0,-0.285714285714286,0.0532690849306836,0.201753389609717
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_OPC_N","Neuron",577,154,0,0.00169158572519917,0.00169158572519917,0.0533226736390719,0.201753389609717
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477","APP","SE","Tumor_Cycling","Neuron",199,52,0.623104900894933,0.481270031334718,-0.141834869560215,0.0536385542124011,0.202721299514954
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_OPC_N","Tumor_Cycling",90,314,0.977777777777778,0.995917462389405,0.0181396846116274,0.0537115163494531,0.202769986218573
"chr13:48232612:48232698|48233219:48233477:+@chr13:48253808:48253936","ITM2B","AFE","Tumor_Cycling","Astrocyte",878,94,0.999857630979499,0.999806576402321,-5.10545771778004e-05,0.0541332811454643,0.20413388141446
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Tumor_Cycling","Tumor_OPC_OL",183,225,0.993531710928334,1,0.00646828907166563,0.0545527206795354,0.205485973541777
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87980046:87980126","SPP1","SE","Tumor_MES","Neuron",562,74,0.00648868038105149,0.000587544065804935,-0.00590113631524655,0.054674863928107,0.205716461267961
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_MES","Tumor_OPC_OL",422,574,1,0.999190953291674,-0.000809046708326266,0.0548293514325326,0.206067996753672
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Tumor_OPC_N","Tumor_AC",800,465,0.124828406950043,0.156264719996494,0.0314363130464507,0.0551199918567597,0.206929891564587
"chr13:30465796:30465936|30464161:30464310:-@chr13:30463531:30463694","HMGB1","AFE","Tumor_OPC_N","Choroid plexus",1061,31,0.0975166944349072,0.0473118279569892,-0.0502048664779179,0.0552677285612825,0.207220991875616
"chr5:83512103:83512396:+@chr5:83519349:83522309:+@chr5:83537007:83542268:+@chr5:83545537:83545650","VCAN","MXE","Tumor_MES","Tumor_OPC_OL",165,287,0.974366672158831,0.997074567952984,0.0227078957941527,0.0553203299792386,0.207220991875616
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_OPC_N","Neuron",548,150,0.999726277372263,0.999112021857923,-0.000614255514339357,0.0572127095826575,0.21407194550052
"chr13:30465796:30465936|30464161:30464310:-@chr13:30463531:30463694","HMGB1","AFE","Oligodendrocyte","Neuron",252,283,0.0265302637822268,0.0336978735400017,0.00716760975777493,0.0574628321955012,0.214769721660926
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Tumor_MES","Astrocyte",818,95,0.00697526704529878,0.0140149502163232,0.00703968317102444,0.0575378134214752,0.214812079975087
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Oligodendrocyte","Fibroblast",243,45,0.996098551654107,0.986856028961292,-0.00924252269281511,0.0576212680697403,0.214885944458976
"chr5:150407152:150407324:-@chr5:150406881:150406960:-@chr5:150405085:150406321","CD74","SE","Macrophage","Tumor_Cycling",3934,13,0.993693985280314,1,0.00630601471968562,0.0581041028980319,0.216447403179755
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","unassigned","Astrocyte",77,95,0.000247371675943105,0.0140149502163232,0.0137675785403801,0.0587122330726524,0.2184716500774
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SPP1","SE","Tumor_MES","T cell",592,61,0.995471384495389,1,0.00452861550461092,0.0588645368268868,0.218797149549276
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Tumor_MES","Oligodendrocyte",348,243,0.997880224753862,0.996098551654107,-0.00178167309975508,0.0590873682886413,0.219307293868324
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_OL","Neuron",351,152,0.0549950045823912,0.0385218107114052,-0.016473193870986,0.0591317444207926,0.219307293868324
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Tumor_OPC_OL","Fibroblast",447,203,0.000172087420409568,0.000305601167670133,0.000133513747260565,0.059211251267735,0.219361111996274
"chr13:30462538:30462712:-@chr13:30461496:30461688|30460907:30461533","HMGB1","ALE","Tumor_Cycling","Neuron",73,48,0.141973009866845,0.293408959647459,0.151435949780614,0.0598780961613754,0.221588349281406
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Tumor_AC","Tumor_NPC",465,74,0.156264719996494,0.117490774472752,-0.0387739455237423,0.0603504945772344,0.2230919158797
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Tumor_Cycling","Tumor_OPC_OL",385,380,0.00331682441851933,0.00117647058823529,-0.00214035383028404,0.0610689123708595,0.225500633754541
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Tumor_Cycling","Tumor_NPC",180,74,0.165869598407821,0.117490774472752,-0.0483788239350691,0.0611362309867044,0.225502491344401
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_Cycling","Tumor_NPC",314,64,0.995917462389405,0.998563218390805,0.00264575600139949,0.0617429735805857,0.227491851347682
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_AC","Fibroblast",548,18,0.998323578548443,0.996296296296296,-0.00202728225214677,0.0620132024729608,0.228238340617495
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Tumor_MES","Tumor_NPC",818,156,0.00697526704529878,0.00170940170940171,-0.00526586533589707,0.062273303093551,0.228448261389444
"chr4:87975717:87975800|87975829:87975964:+@chr4:87976882:87976949","SPP1","AFE","unassigned","T cell",19,68,0.00309597523219814,0,-0.00309597523219814,0.0623231280889891,0.228448261389444
"chr13:48232612:48232698|48233219:48233477:+@chr13:48253808:48253936","ITM2B","AFE","Tumor_OPC_N","Astrocyte",3326,94,0.999810687979264,0.999806576402321,-4.11157694302222e-06,0.0623321081033725,0.228448261389444
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Macrophage","Tumor_MES",497,1044,0.970768810770382,0.982765938688222,0.0119971279178399,0.0623542272440759,0.228448261389444
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Tumor_OPC_N","Tumor_Cycling",1085,183,0.999266942462669,0.993531710928334,-0.00573523153433475,0.0624086805929088,0.228448261389444
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SPARCL1","SE","Tumor_OPC_N","Tumor_MES",513,1122,0.99954632247,0.997163944186076,-0.00238237828392418,0.0628337464400937,0.229587147596703
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_OPC_OL","T cell",861,80,0.133491107022517,0.195495014245014,0.062003907222497,0.0628642577877583,0.229587147596703
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Choroid plexus","T cell",11,40,0.00174825174825175,0,-0.00174825174825175,0.0629914202860194,0.229587147596703
"chr13:30462538:30462712:-@chr13:30461496:30461688|30460907:30461533","HMGB1","ALE","Tumor_MES","Tumor_OPC_OL",16,51,0.289724099099099,0.077526395173454,-0.212197703925645,0.0630446279980868,0.229587147596703
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Oligodendrocyte","Neuron",243,46,0.996098551654107,0.99012394255361,-0.00597460910049719,0.0630599365398944,0.229587147596703
"chr5:83541948:83542268:+@chr5:83544965:83545070:+@chr5:83545537:83545650","VCAN","SE","Tumor_MES","Neuron",78,22,0.141025641025641,0,-0.141025641025641,0.0643056151554723,0.233855259819132
"chr13:30465796:30465936|30464161:30464310:-@chr13:30463531:30463694","HMGB1","AFE","Macrophage","Choroid plexus",1100,31,0.0211763523275958,0.0473118279569892,0.0261354756293934,0.064370825591696,0.233855259819132
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SPP1","SE","Macrophage","Tumor_OPC_OL",3006,48,0.995134638155976,0.998826291079812,0.00369165292383644,0.0644964367884465,0.234059649635491
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_OPC_OL","T cell",406,33,0.968929747413507,0.968875749363554,-5.39980499532078e-05,0.0647245925126199,0.234635338055953
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_AC","Fibroblast",1646,190,0.000290095730715325,7.25896878035131e-05,-0.000217506042911811,0.0649205498622589,0.235093192902493
"chr4:87529045:87529092:-@chr4:87499521:87499585:-@chr4:87494981:87495127","SPARCL1","SE","unassigned","Astrocyte",51,156,1,0.998712498186197,-0.00128750181380277,0.0651000537663957,0.235408039987106
"chr5:83512103:83512396:+@chr5:83519349:83522309:+@chr5:83537007:83542268","VCAN","SE","Tumor_MES","Neuron",15,15,0.294444444444444,0.045771144278607,-0.248673300165837,0.0651469953623578,0.235408039987106
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_OPC_OL","Fibroblast",432,203,0.999815430047988,0.999616333719336,-0.000199096328652004,0.0653228790467535,0.235791140944164
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Fibroblast","T cell",203,113,0.000909616450744334,0,-0.000909616450744334,0.0658575003923884,0.237466948530247
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Tumor_OPC_N","Tumor_Cycling",2776,1312,0.999954971181556,0.999931757334712,-2.32138468438947e-05,0.0660941252658501,0.237650429427595
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Neutrophil","Tumor_OPC_N",321,2776,0.999986965419257,0.999954971181556,-3.19942377010607e-05,0.0660967580527119,0.237650429427595
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_OPC_N","Astrocyte",548,158,0.999726277372263,0.99978227506915,5.59976968875775e-05,0.0661857112668023,0.237650429427595
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_OPC_N","Tumor_AC",582,1630,0.000552246176796644,0.00094432288293013,0.000392076706133486,0.0661900455294636,0.237650429427595
"chr4:87529045:87529092:-@chr4:87499521:87499585:-@chr4:87494981:87495127","SPARCL1","SE","Tumor_MES","Tumor_OPC_OL",1184,330,0.998858779763655,1,0.00114122023634511,0.0665019738942541,0.238306061472897
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Tumor_NPC","Neuron",263,156,0,0.000307285307285307,0.000307285307285307,0.066513869602213,0.238306061472897
"chr19:44905796:44905841:+@chr19:44906602:44906667:+@chr19:44907760:44907952","APOE","SE","Tumor_AC","Astrocyte",967,112,0.999939169049212,0.999787265992592,-0.000151903056620384,0.066708044656997,0.238748304048107
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_Cycling","Tumor_AC",336,1646,0.00190749359824504,0.000290095730715325,-0.00161739786752972,0.0668120602015354,0.238867270317989
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Oligodendrocyte","Tumor_AC",695,1463,0.000319788278696627,4.49032335317391e-05,-0.000274885045164888,0.0669554105412258,0.239126466218663
"chr4:87977059:87977097:+@chr4:87977662:87977850:+@chr4:87980046:87980126","SPP1","SE","Tumor_MES","Tumor_Cycling",542,73,0.00379992503979143,0,-0.00379992503979143,0.0670960914687132,0.239375590599267
"chr14:55129252:55129300:+@chr14:55137370:55137391:+@chr14:55138045:55138292","LGALS3","SE","Macrophage","Tumor_AC",188,10,0.840073163726695,1,0.159926836273305,0.06731226447451,0.239893234003665
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Tumor_Cycling","Choroid plexus",385,11,0.00331682441851933,0.00174825174825175,-0.00156857267026759,0.0678633803527197,0.241602224356993
"chr5:83519349:83522309:+@chr5:83537007:83542268:+@chr5:83545537:83545650","VCAN","SE","Tumor_NPC","Fibroblast",22,13,0,0.0628618693134822,0.0628618693134822,0.0681265686590506,0.242153076464037
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Tumor_MES","Tumor_OPC_OL",2634,450,0.00199669339304075,0.0116724473763064,0.00967575398326562,0.0682523161031745,0.242153076464037
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Tumor_OPC_N","Tumor_Cycling",783,385,0.00202853877989994,0.00331682441851933,0.00128828563861939,0.0683021787387995,0.242153076464037
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Tumor_NPC","T cell",475,7048,1,0.999929503334392,-7.04966656082107e-05,0.0683074616947034,0.242153076464037
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_OPC_OL","Tumor_AC",406,89,0.968929747413507,0.98683836673431,0.017908619320803,0.0684432012385466,0.242153076464037
"chr8:27614655:27614690|27611601:27611751:-@chr8:27610475:27610600","CLU","AFE","Tumor_MES","Neuron",2638,160,0.0125136672096741,0.0179958236444502,0.00548215643477603,0.0685069046301229,0.242153076464037
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_MES","Oligodendrocyte",726,25,0.124068490515914,0.0768181818181818,-0.0472503086977327,0.0685693106145365,0.242153076464037
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_Cycling","Choroid plexus",236,17,0.994562146892655,0.988795518207283,-0.00576662868537237,0.0685921010665539,0.242153076464037
"chr13:30462538:30462712:-@chr13:30461496:30461688|30460907:30461533","HMGB1","ALE","Macrophage","Tumor_OPC_N",85,12,0.626835573621223,0.361607142857143,-0.26522843076408,0.0686664837700671,0.24216236439287
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_NPC","Fibroblast",71,109,1,0.996556125063398,-0.0034438749366017,0.0687865789410992,0.24233267633216
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","unassigned","Choroid plexus",52,10,0.0414800189084752,0.131771708683473,0.0902916897749981,0.0690951568740843,0.243009269341007
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Oligodendrocyte","T cell",1020,33,0.99463364926836,0.968875749363554,-0.0257578999048059,0.0691226366125531,0.243009269341007
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_OPC_N","Oligodendrocyte",2368,25,0.117778909542351,0.0768181818181818,-0.0409607277241693,0.0692674740549419,0.243265062367772
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Tumor_OPC_OL","Tumor_NPC",149,74,0.207636717565325,0.117490774472752,-0.0901459430925735,0.069576862358025,0.244097620019058
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_MES","Neuron",1176,152,0.0733865311023929,0.0385218107114052,-0.0348647203909877,0.0702545472476961,0.246219207643795
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Fibroblast","Neuron",107,135,0.987435505959208,0.997973890913985,0.0105383849547768,0.0703792074169971,0.246400233436063
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87977059:87977097","SPP1","SE","unassigned","T cell",19,64,0.996852596607799,1,0.00314740339220143,0.0708170392223342,0.247458286695026
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SPP1","SE","Macrophage","Tumor_Cycling",2516,24,0.992383038963896,1,0.00761696103610376,0.0709013816989896,0.247458286695026
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SPP1","SE","Macrophage","T cell",2516,24,0.992383038963896,1,0.00761696103610376,0.0709013816989896,0.247458286695026
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Tumor_Cycling","Neuron",385,170,0.00331682441851933,0.00405765066623633,0.000740826247717,0.0710715471353465,0.24779594171673
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Macrophage","Astrocyte",17,108,0,0.00110326541562019,0.00110326541562019,0.0720356953697386,0.250898319786241
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_OPC_OL","unassigned",445,137,0,0.00259316173645793,0.00259316173645793,0.0721422449019123,0.251010388189643
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_OPC_N","Tumor_Cycling",639,312,0.042956833353842,0.0543335408110395,0.0113767074571974,0.0726896900480528,0.252643923365439
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Oligodendrocyte","Neuron",25,69,0.0768181818181818,0.169116310639231,0.0922981288210494,0.0727614499292464,0.252643923365439
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_MES","Astrocyte",2460,142,0.00146617750064398,0.00156135168725961,9.51741866156242e-05,0.0729279669796278,0.252961858742285
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Macrophage","Tumor_MES",18,1176,0.0597014925373134,0.0733865311023929,0.0136850385650795,0.07352135782374,0.254758298413883
"chr8:27614655:27614690|27611601:27611751:-@chr8:27610475:27610600","CLU","AFE","Tumor_Cycling","Astrocyte",359,158,0.0277704152502013,0.00292648242502653,-0.0248439328251748,0.0739068719209649,0.255831479726417
"chr13:30462538:30462712:-@chr13:30461496:30461688|30460907:30461533","HMGB1","ALE","Tumor_MES","Tumor_AC",16,11,0.289724099099099,0.612947658402204,0.323223559303105,0.075109663618923,0.259728601141255
"chr5:83541948:83542268:+@chr5:83544965:83545070:+@chr5:83545537:83545650","VCAN","SE","Tumor_OPC_N","Tumor_OPC_OL",55,37,0.606263592866464,0.782361308677098,0.176097715810634,0.0758461819083594,0.262007025527854
