"id","event_type","gene_id","gene_short_name","gene_type","event_name_simple","source_object","gene_column"
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25880550:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363954","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25997360:25997416:-@chr21:25880550:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363955","splice_feature","gene_short_name"
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363956","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25997360:25997416:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363957","splice_feature","gene_short_name"
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363958","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25997360:25997416:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363959","splice_feature","gene_short_name"
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363960","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25997360:25997416:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363961","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25880550:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363962","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26000015:26000182:-@chr21:25880550:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363963","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26000015:26000182:-@chr21:25880550:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363964","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26000015:26000182:-@chr21:25880550:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363965","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363966","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26000015:26000182:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363967","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26000015:26000182:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363968","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26000015:26000182:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363969","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363970","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26000015:26000182:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363971","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26000015:26000182:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363972","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26000015:26000182:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363973","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363974","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26000015:26000182:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363975","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26000015:26000182:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363976","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26000015:26000182:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363977","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363978","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26000015:26000182:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363979","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26000015:26000182:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363980","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26000015:26000182:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363981","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997188:25997416","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363982","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26021840:26022042:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363983","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26021840:26022042:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363984","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26021840:26022042:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363985","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363986","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26021840:26022042:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363987","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26021840:26022042:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363988","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26021840:26022042:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363989","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363990","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26021840:26022042:-@chr21:25897573:25897673","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363991","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:25905024:25905077","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363992","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26021840:26022042:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363993","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26021840:26022042:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363994","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363995","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26021840:26022042:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363996","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26021840:26022042:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363997","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26021840:26022042:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363998","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id363999","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26021840:26022042:-@chr21:25975954:25976028","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364000","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:25975954:25976028","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364001","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26021840:26022042:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364002","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26021840:26022042:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364003","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364004","splice_feature","gene_short_name"
"chr21:26051000:26051018:-@chr21:26021840:26022042:-@chr21:26000015:26000182","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364005","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26021840:26022042:-@chr21:26000015:26000182","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364006","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26021840:26022042:-@chr21:26000015:26000182","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364007","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26051000:26051193:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364008","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26051000:26051193:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364009","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26051000:26051193:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364010","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26051000:26051193:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364011","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26051000:26051193:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364012","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26051000:26051193:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364013","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26051000:26051193:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364014","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26051000:26051193:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364015","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26051000:26051193:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364016","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26051000:26051193:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364017","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26051000:26051193:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364018","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26051000:26051193:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364019","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26051000:26051193:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364020","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26051000:26051193:-@chr21:26000015:26000182","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364021","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26051000:26051193:-@chr21:26000015:26000182","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364022","splice_feature","gene_short_name"
"chr21:26053236:26053348:-@chr21:26051000:26051193:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364023","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26051000:26051193:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364024","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26051000:26051193:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364025","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26051000:26051193:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364026","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26053236:26053348:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364027","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26053236:26053348:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364028","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26053236:26053348:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364029","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26053236:26053348:-@chr21:26051000:26051193","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364030","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26053236:26053348:-@chr21:26051000:26051193","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364031","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26053236:26053348:-@chr21:26051000:26051193","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364032","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364033","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364034","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364035","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364036","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:25911741:25911962","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364037","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364038","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364039","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:25982344:25982477","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364040","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:26000015:26000182","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364041","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364042","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364043","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26051000:26051193","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364044","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:26051000:26051193","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364045","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26053236:26053348","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364046","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:26053236:26053348","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364047","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:25880535:25881771","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364048","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:25891722:25891868","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364049","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:25955627:25955755","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364050","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:25975954:25976028","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364051","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26021840:26022042","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364052","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26051000:26051193","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364053","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26053236:26053348","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364054","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364055","splice_feature","gene_short_name"
"chr21:26170985:26171128:-@chr21:26111979:26112146:-@chr21:26089943:26090072","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364056","splice_feature","gene_short_name"
"chr21:26140153:26140460:-@chr21:26128648:26128716:-@chr21:26111979:26112146","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364057","splice_feature","gene_short_name"
"chr21:26170564:26170743:-@chr21:26128648:26128716:-@chr21:26111979:26112146","SE","ENSG00000142192.22","APP","protein_coding","APP_SE_id364058","splice_feature","gene_short_name"
"chr20:23635254:23635367:-@chr20:23633914:23633999:-@chr20:23626706:23629465","SE","ENSG00000101439.9","CST3","protein_coding","CST3_SE_id367606","splice_feature","gene_short_name"
"chr20:23637620:23637945:-@chr20:23633914:23633999:-@chr20:23626706:23629465","SE","ENSG00000101439.9","CST3","protein_coding","CST3_SE_id367607","splice_feature","gene_short_name"
"chr20:23637620:23637932:-@chr20:23635254:23635367:-@chr20:23626706:23629465","SE","ENSG00000101439.9","CST3","protein_coding","CST3_SE_id367608","splice_feature","gene_short_name"
"chr20:23637620:23637932:-@chr20:23635254:23635367:-@chr20:23633657:23633999","SE","ENSG00000101439.9","CST3","protein_coding","CST3_SE_id367609","splice_feature","gene_short_name"
"chr5:151666361:151666509:-@chr5:151664087:151664235:-@chr5:151661096:151663599","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420660","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151664087:151664235:-@chr5:151661096:151663599","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420661","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151666361:151666509:-@chr5:151661096:151663599","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420662","splice_feature","gene_short_name"
"chr5:151667467:151667600:-@chr5:151666361:151666509:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420663","splice_feature","gene_short_name"
"chr5:151669664:151669784:-@chr5:151666361:151666509:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420664","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151666361:151666509:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420665","splice_feature","gene_short_name"
"chr5:151669664:151669784:-@chr5:151667467:151667600:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420666","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151667467:151667600:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420667","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151667467:151667600:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420668","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151667467:151667600:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420669","splice_feature","gene_short_name"
"chr5:151669664:151669784:-@chr5:151667467:151667600:-@chr5:151666361:151666509","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420670","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151667467:151667600:-@chr5:151666361:151666509","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420671","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151669664:151669784:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420672","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151669664:151669784:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420673","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151669664:151669784:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420674","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151669664:151669784:-@chr5:151666361:151666509","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420675","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151669664:151669784:-@chr5:151667467:151667600","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420676","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151669664:151669784:-@chr5:151667467:151667600","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420677","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151669664:151669784:-@chr5:151667467:151667600","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420678","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420679","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151671573:151671694:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420680","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151667467:151667600","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420681","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151671573:151671694:-@chr5:151667467:151667600","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420682","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151669664:151669784","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420683","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151671573:151671694:-@chr5:151669664:151669784","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420684","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151673129:151673216:-@chr5:151664087:151664235","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420685","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151673129:151673216:-@chr5:151667467:151667600","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420686","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151673129:151673216:-@chr5:151669664:151669784","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420687","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151673129:151673216:-@chr5:151671573:151671694","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420688","splice_feature","gene_short_name"
"chr5:151676132:151676201:-@chr5:151673129:151673216:-@chr5:151671573:151671694","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420689","splice_feature","gene_short_name"
"chr5:151686865:151686968:-@chr5:151673129:151673216:-@chr5:151671573:151671694","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420690","splice_feature","gene_short_name"
"chr5:151676132:151676201:-@chr5:151674612:151674674:-@chr5:151671573:151671694","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420691","splice_feature","gene_short_name"
"chr5:151686865:151686915:-@chr5:151674612:151674674:-@chr5:151671573:151671694","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420692","splice_feature","gene_short_name"
"chr5:151676132:151676201:-@chr5:151674612:151674674:-@chr5:151672597:151673216","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420693","splice_feature","gene_short_name"
"chr5:151686865:151686915:-@chr5:151674612:151674674:-@chr5:151672597:151673216","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420694","splice_feature","gene_short_name"
"chr5:151686865:151686915:-@chr5:151676132:151676201:-@chr5:151671573:151671694","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420695","splice_feature","gene_short_name"
"chr5:151686865:151686915:-@chr5:151676132:151676201:-@chr5:151672597:151673216","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420696","splice_feature","gene_short_name"
"chr5:151685066:151685230:-@chr5:151676132:151676201:-@chr5:151674612:151674674","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420697","splice_feature","gene_short_name"
"chr5:151686865:151686915:-@chr5:151676132:151676201:-@chr5:151674612:151674674","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420698","splice_feature","gene_short_name"
"chr5:151686865:151686963:-@chr5:151679074:151679299:-@chr5:151676132:151676201","SE","ENSG00000113140.11","SPARC","protein_coding","SPARC_SE_id420699","splice_feature","gene_short_name"
"chr8:27599780:27600009:-@chr8:27598460:27598635:-@chr8:27596917:27598250","SE","ENSG00000120885.22","CLU","protein_coding","CLU_SE_id440202","splice_feature","gene_short_name"
"chr8:27604291:27604395:-@chr8:27598460:27598635:-@chr8:27596917:27598250","SE","ENSG00000120885.22","CLU","protein_coding","CLU_SE_id440203","splice_feature","gene_short_name"
"chr8:27606354:27606524:-@chr8:27598460:27598635:-@chr8:27596917:27598250","SE","ENSG00000120885.22","CLU","protein_coding","CLU_SE_id440204","splice_feature","gene_short_name"
"chr8:27608938:27609086:-@chr8:27598460:27598635:-@chr8:27596917:27598250","SE","ENSG00000120885.22","CLU","protein_coding","CLU_SE_id440205","splice_feature","gene_short_name"
"chr8:27610475:27610600:-@chr8:27598460:27598635:-@chr8:27596917:27598250","SE","ENSG00000120885.22","CLU","protein_coding","CLU_SE_id440206","splice_feature","gene_short_name"
"chr8:27604291:27604395:-@chr8:27598460:27600009:-@chr8:27597996:27598250","SE","ENSG00000120885.22","CLU","protein_coding","CLU_SE_id440207","splice_feature","gene_short_name"
"chr8:27604924:27605335:-@chr8:27598460:27600009:-@chr8:27597996:27598250","SE","ENSG00000120885.22","CLU","protein_coding","CLU_SE_id440208","splice_feature","gene_short_name"
